model,normalized,records_evaluated,tokens_evaluated,boundary_accuracy,boundary_macro_f1,boundary_cohen_kappa,task_accuracy,task_macro_f1,task_weighted_f1,task_cohen_kappa,task_exact_match_count,task_exact_match_rate,boundary_exact_match_count,boundary_exact_match_rate,both_exact_match_count,both_exact_match_rate,no_majority_task_token_count,no_majority_boundary_token_count
LLM_majority_vote,False,65,1706,0.9431418522860492,0.7028942278447805,0.9079057208176858,0.9021101992966002,0.8334675197323396,0.903494668980224,0.8939384914578088,1,0.015384615384615385,19,0.2923076923076923,0,0.0,46,14
LLM_majority_vote,True,64,1706,0.9431418522860492,0.7028942278447805,0.9079057208176858,0.9085580304806565,0.8639437310018637,0.9048547868280615,0.9009035140795905,1,0.015625,18,0.28125,0,0.0,24,14
